N,MSE_x,MAE_x,R2_x,MSE_v,MAE_v,R2_v,MSE_mean,MAE_mean,R2_mean
1,0.20361305612807754,0.44878291427191414,-82.51413918154472,0.17113657048067807,0.3484430797552573,-1.8733867666164645,0.1873748133043778,0.3986129970135857,-42.19376297408059
3,0.001998834792651163,0.03621083198397941,0.1801558787596622,0.008989228375444235,0.0841209331293997,0.8490706586935436,0.005494031584047699,0.06016588255668955,0.514613268726603
