index,source_file,GateV,DrainI,source_line,setup_title
135,vgs-id2#1.xls,23.5003795623779,0.000166184850968421,136,Run6391
136,vgs-id2#1.xls,23.000244140625,0.000157199174282141,137,Run6391
137,vgs-id2#1.xls,22.5037708282471,0.000148183287819847,138,Run6391
138,vgs-id2#1.xls,22.0034828186035,0.000139313109684736,139,Run6391
139,vgs-id2#1.xls,21.5034866333008,0.000129879656014964,140,Run6391
140,vgs-id2#1.xls,20.9989452362061,0.000121440258226357,141,Run6391
141,vgs-id2#1.xls,20.499231338501,0.000112228903162759,142,Run6391
142,vgs-id2#1.xls,19.9989547729492,0.000103598431451246,143,Run6391
143,vgs-id2#1.xls,19.4990997314453,9.5573537691962e-05,144,Run6391
144,vgs-id2#1.xls,18.9988403320312,8.76086705829948e-05,145,Run6391
145,vgs-id2#1.xls,18.4992294311523,7.99767149146646e-05,146,Run6391
146,vgs-id2#1.xls,17.9993591308594,7.27891165297478e-05,147,Run6391
147,vgs-id2#1.xls,17.4992961883545,6.58815406495705e-05,148,Run6391
148,vgs-id2#1.xls,16.999475479126,5.95343262830283e-05,149,Run6391
149,vgs-id2#1.xls,16.4992332458496,5.35589133505709e-05,150,Run6391
150,vgs-id2#1.xls,15.9996013641357,4.79775080748368e-05,151,Run6391
151,vgs-id2#1.xls,15.4998188018799,4.28186103818007e-05,152,Run6391
152,vgs-id2#1.xls,15.0002727508545,3.82316356990486e-05,153,Run6391
153,vgs-id2#1.xls,14.5000476837158,3.38399513566401e-05,154,Run6391
154,vgs-id2#1.xls,14.000244140625,2.97563765343511e-05,155,Run6391
155,vgs-id2#1.xls,13.500054359436,2.60799461102579e-05,156,Run6391
156,vgs-id2#1.xls,13.0000839233398,2.27282307605492e-05,157,Run6391
157,vgs-id2#1.xls,12.5005388259888,1.97210665646708e-05,158,Run6391
158,vgs-id2#1.xls,12.000391960144,1.69705581356538e-05,159,Run6391
159,vgs-id2#1.xls,11.5005340576172,1.45303301906097e-05,160,Run6391
160,vgs-id2#1.xls,11.0002241134644,1.23237277875887e-05,161,Run6391
161,vgs-id2#1.xls,10.5004215240479,1.03604688774794e-05,162,Run6391
162,vgs-id2#1.xls,10.000452041626,8.64417597767897e-06,163,Run6391
163,vgs-id2#1.xls,9.50070858001709,7.07448543835199e-06,164,Run6391
