N,mse,mae,r2
1,28280.983772332198,131.95899701831976,0.08747369556694673
2,28866.386585815446,137.62204331269245,0.06858483829476114
3,14340.110684843188,94.28098537122972,0.5372958623453933
4,20298.495980494787,119.07923382187856,0.3450400568896972
5,15192.64116783192,98.5522179238186,0.5097877495682372
6,17981.902906165804,110.68103338229713,0.4197882387072176
7,12960.071714171308,90.8337933218331,0.5818247893451967
8,12463.62856913471,88.44237424717906,0.5978432359504582
9,13440.443410533391,91.2227715632735,0.5663249109688167
10,14055.249530116522,93.07020767220985,0.5464873140605053
11,14007.39038864689,94.82657491061109,0.5480315575652643
12,11285.181332500839,84.32417153834287,0.6358675179369603
13,11329.203851819475,83.35470144654985,0.6344470685215843
14,10393.491259052325,76.85800506355812,0.6646391707894208
15,10013.455943884746,75.79149998268227,0.6769015526250624
16,10946.88202336067,78.94179996272874,0.6467832279719112
17,8940.367929481275,70.60378413775244,0.7115262689361332
18,9901.383857757008,73.24311976232207,0.6805177184348352
19,8745.966083205183,71.34059779632602,0.7177989219592872
20,9753.957994382083,72.77982172086035,0.6852746243248978
21,9587.270450013628,71.71439012112023,0.6906530358427594
22,8637.96168622288,67.88037765916849,0.7212838379733193
23,6659.703261860225,61.36614029441682,0.7851151694336937
24,7532.5839886577005,63.825455464713386,0.7569504269958938
25,10024.193030816068,75.29251968928428,0.6765551051911014
26,10407.614523113809,75.3384235574256,0.6641834635175554
27,9157.568756728086,68.98334984398359,0.7045179742529322
28,6547.852951295571,61.94317032552686,0.7887241793384024
29,10493.16951561884,74.70932945524456,0.6614229095790891
30,8567.853619829042,70.30651421903896,0.7235459747947373
31,6731.70160840377,62.12864605209065,0.782792040025411
32,7561.431794691139,63.4139084119405,0.7560196113622293
33,8679.99734875041,67.23581223119875,0.7199274973279783
34,7572.744490007712,66.04404328009932,0.7556545911022019
35,6782.287833485263,61.43878630945994,0.7811598032757829
36,8699.743427332587,68.2004161695739,0.7192903619206426
37,8558.961204488352,68.1648395881902,0.7238329012670851
38,7603.736768602325,64.7056210794108,0.7546545810007297
39,7314.624559768975,63.72239474690614,0.7639831990437582
40,6439.431514891094,59.848250099067684,0.7922225517245954
41,8969.293247964664,66.93786057892065,0.7105929522526444
42,6602.775354087404,58.4487347032703,0.7869520296262964
43,7522.328049790442,65.43013361746236,0.7572813495008663
44,7870.507741613927,64.70575439578556,0.7460468348172167
45,7630.130946774428,64.51101899156438,0.7538029351718636
46,7856.511927943889,63.56519078253881,0.746498429720303
47,9170.743897198554,71.19195790626965,0.7040928595419063
48,6301.747437285627,59.20605820201973,0.7966651249931925
49,7700.135868633395,63.381393074676396,0.7515441264560726
50,7889.281072542887,63.524994445362395,0.7454410865012312
51,7291.904913974335,61.98137703664343,0.7647162808411211
52,6370.557811750997,59.341569212115814,0.7944448600539309
53,6759.675623383052,60.70623780817127,0.7818894185071958
54,7255.69885079154,62.1053135386382,0.7658845211435177
55,6914.368539486961,58.96561635631295,0.7768980307891925
56,8162.559930927148,65.09579399874265,0.7366233541080236
57,7303.231114569709,61.91730737037347,0.7643508248139982
58,8694.895838810962,68.74600552796771,0.7194467762828395
59,6995.605869009408,60.207405378824056,0.7742767924090888
60,7850.642058063754,63.45006018548803,0.7466878294495467
61,8189.825789659726,64.4188505844062,0.7357435822617989
62,8202.95215738426,64.2320829865046,0.7353200412730299
63,7557.714672543161,61.217435633730055,0.756139549613463
64,7955.1252922049325,62.79044439894947,0.7433165287800367
65,6928.821452108525,61.323813178060725,0.776431686936057
66,6824.236332767042,59.93649418795408,0.7798062750769668
67,7104.437754051556,60.154456475608704,0.7707651763118032
68,7187.597557555345,62.08758283249135,0.7680819065649094
69,7183.874345814515,60.59995446518367,0.7682020413055476
70,6163.434633735036,56.67833453441581,0.8011279850017355
71,7516.1058539809765,61.827758549992346,0.7574821175290644
72,8198.192083645148,65.94291640780507,0.7354736318458666
73,7593.334501476981,62.595888181357985,0.7549902249957913
74,7230.359309690269,61.0377295663318,0.7667021376021006
75,6328.432570368647,55.65075815134882,0.7958040910888707
76,6451.141598037841,58.713386462937144,0.7918447091790699
77,6695.8654882048995,56.46061630931817,0.7839483435894435
78,7740.7684785340225,60.86904551890948,0.7502330573061952
79,7469.190168648006,62.308902299608505,0.7589959190750601
80,6429.71653105751,55.79379569788997,0.792536019543348
