N,MSE_demand,MAE_demand,R2_demand,MSE_mean,MAE_mean,R2_mean
1,29685.106674762414,137.9950031292805,0.14776389072716367,29685.106674762414,137.9950031292805,0.14776389072716367
3,12379.167675053033,86.73602372633302,0.6446038139255668,12379.167675053033,86.73602372633302,0.6446038139255668
