N,MSE_demand,MAE_demand,R2_demand,MSE_mean,MAE_mean,R2_mean
1,35096.351595801454,154.0892765931532,-0.007588703028190036,35096.351595801454,154.0892765931532,-0.007588703028190036
3,34824.53865829643,152.9141694528086,0.00021483302937919113,34824.53865829643,152.9141694528086,0.00021483302937919113
