N,MSE_demand,MAE_demand,R2_demand,MSE_mean,MAE_mean,R2_mean
1,35079.88799675692,154.11862291099706,-0.007116046023852407,35079.88799675692,154.11862291099706,-0.007116046023852407
3,34748.924788101634,152.58581804073117,0.0023856478843805595,34748.924788101634,152.58581804073117,0.0023856478843805595
