N,MSE_x,MAE_x,R2_x,MSE_v,MAE_v,R2_v,MSE_mean,MAE_mean,R2_mean
3,0.004064947038368172,0.04847276246769125,0.991638077165238,0.03259131677870737,0.14920735516395076,0.834348831260696,0.01832813190853777,0.098840058815821,0.912993454212967
80,5.053401194781674e-15,1.853403841685192e-08,0.9999999999999896,1.8905965339237286e-11,2.7782369819211286e-06,0.9999999999039071,9.455509370216034e-12,1.3983855101689903e-06,0.9999999999519483
