sigma,MSE,MAE,R2,pred_15day_std,true_15day_std,pred_15day_range,true_15day_range,pred_full_std,true_full_std
0.3,35083.06526306083,154.11650757013646,-0.00720726284522466,3.4595679457433164,184.470162381759,42.74940994327426,754.3928000000002,2.692943921696054,186.6333885644352
1.0,33916.2319307167,152.60047300924788,0.026291606140557144,48.49761804775505,184.470162381759,236.04167171258803,754.3928000000002,52.15502931447746,186.6333885644352
3.0,28503.96818250131,133.38460051006416,0.18167344962434573,96.42459800815111,184.470162381759,362.06155818600655,754.3928000000002,100.91508052514543,186.6333885644352
6.0,27854.537226517386,131.9421363472024,0.20031810255529248,94.34830401046136,184.470162381759,371.10278758980076,754.3928000000002,103.83867637597095,186.6333885644352
10.0,27796.432923895296,131.9328237198162,0.201986231470617,90.78080938169447,184.470162381759,362.3349187353547,754.3928000000002,102.25838979456023,186.6333885644352
20.0,27769.78508022422,131.86139162032754,0.2027512701433617,88.24034700088907,184.470162381759,354.55127937901534,754.3928000000002,100.57889620992192,186.6333885644352
40.0,27762.465253547267,131.83594518333322,0.20296141662105727,87.46302580275675,184.470162381759,352.0301532654282,754.3928000000002,100.00904396942501,186.6333885644352
80.0,27760.596866345422,131.82883490997853,0.20301505655090357,87.25839807574764,184.470162381759,351.3578806821538,754.3928000000002,99.85544267797167,186.6333885644352
